source_address	source_port	dest_address	dest_port	delay
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49153	7.0.0.2	1234	0.010000
1.0.0.2	49154	7.0.0.3	1235	0.010000
1.0.0.2	49154	7.0.0.3	1235	0.011000
1.0.0.2	49154	7.0.0.3	1235	0.012000
1.0.0.2	49154	7.0.0.3	1235	0.013000
1.0.0.2	49154	7.0.0.3	1235	0.014000
1.0.0.2	49154	7.0.0.3	1235	0.015000
1.0.0.2	49154	7.0.0.3	1235	0.016000
1.0.0.2	49154	7.0.0.3	1235	0.016000
1.0.0.2	49154	7.0.0.3	1235	0.017000
1.0.0.2	49154	7.0.0.3	1235	0.018000
1.0.0.2	49154	7.0.0.3	1235	0.019000
1.0.0.2	49154	7.0.0.3	1235	0.020000
1.0.0.2	49154	7.0.0.3	1235	0.021000
1.0.0.2	49154	7.0.0.3	1235	0.022000
1.0.0.2	49154	7.0.0.3	1235	0.023000
1.0.0.2	49154	7.0.0.3	1235	0.024000
1.0.0.2	49154	7.0.0.3	1235	0.025000
1.0.0.2	49154	7.0.0.3	1235	0.026000
1.0.0.2	49154	7.0.0.3	1235	0.026000
1.0.0.2	49154	7.0.0.3	1235	0.027000
1.0.0.2	49154	7.0.0.3	1235	0.028000
1.0.0.2	49154	7.0.0.3	1235	0.029000
1.0.0.2	49154	7.0.0.3	1235	0.030000
1.0.0.2	49154	7.0.0.3	1235	0.031000
1.0.0.2	49154	7.0.0.3	1235	0.032000
1.0.0.2	49154	7.0.0.3	1235	0.033000
1.0.0.2	49154	7.0.0.3	1235	0.034000
1.0.0.2	49154	7.0.0.3	1235	0.034000
1.0.0.2	49154	7.0.0.3	1235	0.035000
1.0.0.2	49154	7.0.0.3	1235	0.036000
1.0.0.2	49154	7.0.0.3	1235	0.037000
1.0.0.2	49154	7.0.0.3	1235	0.038000
1.0.0.2	49154	7.0.0.3	1235	0.039000
1.0.0.2	49154	7.0.0.3	1235	0.040000
1.0.0.2	49154	7.0.0.3	1235	0.041000
1.0.0.2	49154	7.0.0.3	1235	0.042000
1.0.0.2	49154	7.0.0.3	1235	0.042000
1.0.0.2	49154	7.0.0.3	1235	0.043000
1.0.0.2	49154	7.0.0.3	1235	0.044000
1.0.0.2	49154	7.0.0.3	1235	0.045000
1.0.0.2	49154	7.0.0.3	1235	0.046000
1.0.0.2	49154	7.0.0.3	1235	0.047000
1.0.0.2	49154	7.0.0.3	1235	0.048000
1.0.0.2	49154	7.0.0.3	1235	0.049000
1.0.0.2	49154	7.0.0.3	1235	0.050000
1.0.0.2	49154	7.0.0.3	1235	0.050000
1.0.0.2	49154	7.0.0.3	1235	0.051000
1.0.0.2	49154	7.0.0.3	1235	0.052000
1.0.0.2	49154	7.0.0.3	1235	0.053000
1.0.0.2	49154	7.0.0.3	1235	0.054000
1.0.0.2	49154	7.0.0.3	1235	0.055000
1.0.0.2	49154	7.0.0.3	1235	0.056000
1.0.0.2	49154	7.0.0.3	1235	0.057000
1.0.0.2	49154	7.0.0.3	1235	0.058000
1.0.0.2	49154	7.0.0.3	1235	0.059000
1.0.0.2	49154	7.0.0.3	1235	0.059000
1.0.0.2	49154	7.0.0.3	1235	0.060000
1.0.0.2	49154	7.0.0.3	1235	0.061000
1.0.0.2	49154	7.0.0.3	1235	0.062000
1.0.0.2	49154	7.0.0.3	1235	0.063000
1.0.0.2	49154	7.0.0.3	1235	0.064000
1.0.0.2	49154	7.0.0.3	1235	0.065000
1.0.0.2	49154	7.0.0.3	1235	0.066000
1.0.0.2	49154	7.0.0.3	1235	0.067000
1.0.0.2	49154	7.0.0.3	1235	0.067000
1.0.0.2	49154	7.0.0.3	1235	0.068000
1.0.0.2	49154	7.0.0.3	1235	0.069000
1.0.0.2	49154	7.0.0.3	1235	0.070000
1.0.0.2	49154	7.0.0.3	1235	0.071000
1.0.0.2	49154	7.0.0.3	1235	0.072000
1.0.0.2	49154	7.0.0.3	1235	0.073000
1.0.0.2	49154	7.0.0.3	1235	0.074000
1.0.0.2	49154	7.0.0.3	1235	0.075000
1.0.0.2	49154	7.0.0.3	1235	0.075000
1.0.0.2	49154	7.0.0.3	1235	0.076000
1.0.0.2	49154	7.0.0.3	1235	0.077000
1.0.0.2	49154	7.0.0.3	1235	0.078000
1.0.0.2	49154	7.0.0.3	1235	0.079000
1.0.0.2	49154	7.0.0.3	1235	0.080000
1.0.0.2	49154	7.0.0.3	1235	0.081000
1.0.0.2	49154	7.0.0.3	1235	0.082000
1.0.0.2	49154	7.0.0.3	1235	0.083000
1.0.0.2	49154	7.0.0.3	1235	0.083000
1.0.0.2	49154	7.0.0.3	1235	0.084000
1.0.0.2	49154	7.0.0.3	1235	0.085000
1.0.0.2	49154	7.0.0.3	1235	0.086000
1.0.0.2	49154	7.0.0.3	1235	0.087000
1.0.0.2	49154	7.0.0.3	1235	0.088000
1.0.0.2	49154	7.0.0.3	1235	0.089000
1.0.0.2	49154	7.0.0.3	1235	0.090000
1.0.0.2	49154	7.0.0.3	1235	0.091000
1.0.0.2	49154	7.0.0.3	1235	0.092000
1.0.0.2	49154	7.0.0.3	1235	0.092000
1.0.0.2	49154	7.0.0.3	1235	0.093000
1.0.0.2	49154	7.0.0.3	1235	0.094000
1.0.0.2	49154	7.0.0.3	1235	0.095000
1.0.0.2	49154	7.0.0.3	1235	0.096000
1.0.0.2	49154	7.0.0.3	1235	0.097000
1.0.0.2	49154	7.0.0.3	1235	0.098000
1.0.0.2	49154	7.0.0.3	1235	0.099000
1.0.0.2	49154	7.0.0.3	1235	0.100000
1.0.0.2	49154	7.0.0.3	1235	0.101000
1.0.0.2	49154	7.0.0.3	1235	0.101000
1.0.0.2	49154	7.0.0.3	1235	0.102000
1.0.0.2	49154	7.0.0.3	1235	0.103000
1.0.0.2	49154	7.0.0.3	1235	0.104000
1.0.0.2	49154	7.0.0.3	1235	0.105000
1.0.0.2	49154	7.0.0.3	1235	0.106000
1.0.0.2	49154	7.0.0.3	1235	0.107000
1.0.0.2	49154	7.0.0.3	1235	0.108000
1.0.0.2	49154	7.0.0.3	1235	0.109000
1.0.0.2	49154	7.0.0.3	1235	0.109000
1.0.0.2	49154	7.0.0.3	1235	0.110000
1.0.0.2	49154	7.0.0.3	1235	0.111000
1.0.0.2	49154	7.0.0.3	1235	0.112000
1.0.0.2	49154	7.0.0.3	1235	0.113000
1.0.0.2	49154	7.0.0.3	1235	0.114000
1.0.0.2	49154	7.0.0.3	1235	0.115000
1.0.0.2	49154	7.0.0.3	1235	0.116000
1.0.0.2	49154	7.0.0.3	1235	0.117000
1.0.0.2	49154	7.0.0.3	1235	0.117000
1.0.0.2	49154	7.0.0.3	1235	0.118000
1.0.0.2	49154	7.0.0.3	1235	0.119000
1.0.0.2	49154	7.0.0.3	1235	0.120000
1.0.0.2	49154	7.0.0.3	1235	0.121000
1.0.0.2	49154	7.0.0.3	1235	0.122000
1.0.0.2	49154	7.0.0.3	1235	0.123000
1.0.0.2	49154	7.0.0.3	1235	0.124000
1.0.0.2	49154	7.0.0.3	1235	0.125000
1.0.0.2	49154	7.0.0.3	1235	0.125000
1.0.0.2	49154	7.0.0.3	1235	0.126000
1.0.0.2	49154	7.0.0.3	1235	0.127000
1.0.0.2	49154	7.0.0.3	1235	0.128000
1.0.0.2	49154	7.0.0.3	1235	0.129000
1.0.0.2	49154	7.0.0.3	1235	0.130000
1.0.0.2	49154	7.0.0.3	1235	0.131000
1.0.0.2	49154	7.0.0.3	1235	0.132000
1.0.0.2	49154	7.0.0.3	1235	0.133000
1.0.0.2	49154	7.0.0.3	1235	0.134000
1.0.0.2	49154	7.0.0.3	1235	0.135000
1.0.0.2	49154	7.0.0.3	1235	0.135000
1.0.0.2	49154	7.0.0.3	1235	0.136000
1.0.0.2	49154	7.0.0.3	1235	0.137000
1.0.0.2	49154	7.0.0.3	1235	0.138000
1.0.0.2	49154	7.0.0.3	1235	0.139000
1.0.0.2	49154	7.0.0.3	1235	0.140000
1.0.0.2	49154	7.0.0.3	1235	0.141000
1.0.0.2	49154	7.0.0.3	1235	0.142000
1.0.0.2	49154	7.0.0.3	1235	0.143000
1.0.0.2	49154	7.0.0.3	1235	0.143000
1.0.0.2	49154	7.0.0.3	1235	0.144000
1.0.0.2	49154	7.0.0.3	1235	0.145000
1.0.0.2	49154	7.0.0.3	1235	0.146000
1.0.0.2	49154	7.0.0.3	1235	0.147000
1.0.0.2	49154	7.0.0.3	1235	0.148000
1.0.0.2	49154	7.0.0.3	1235	0.149000
1.0.0.2	49154	7.0.0.3	1235	0.150000
1.0.0.2	49154	7.0.0.3	1235	0.151000
1.0.0.2	49154	7.0.0.3	1235	0.151000
1.0.0.2	49154	7.0.0.3	1235	0.152000
1.0.0.2	49154	7.0.0.3	1235	0.153000
1.0.0.2	49154	7.0.0.3	1235	0.154000
1.0.0.2	49154	7.0.0.3	1235	0.155000
1.0.0.2	49154	7.0.0.3	1235	0.156000
1.0.0.2	49154	7.0.0.3	1235	0.157000
1.0.0.2	49154	7.0.0.3	1235	0.158000
1.0.0.2	49154	7.0.0.3	1235	0.159000
1.0.0.2	49154	7.0.0.3	1235	0.159000
1.0.0.2	49154	7.0.0.3	1235	0.160000
1.0.0.2	49154	7.0.0.3	1235	0.161000
1.0.0.2	49154	7.0.0.3	1235	0.162000
1.0.0.2	49154	7.0.0.3	1235	0.163000
1.0.0.2	49154	7.0.0.3	1235	0.164000
1.0.0.2	49154	7.0.0.3	1235	0.165000
1.0.0.2	49154	7.0.0.3	1235	0.166000
1.0.0.2	49154	7.0.0.3	1235	0.167000
1.0.0.2	49154	7.0.0.3	1235	0.167000
1.0.0.2	49154	7.0.0.3	1235	0.168000
1.0.0.2	49154	7.0.0.3	1235	0.169000
1.0.0.2	49154	7.0.0.3	1235	0.170000
1.0.0.2	49154	7.0.0.3	1235	0.171000
1.0.0.2	49154	7.0.0.3	1235	0.172000
1.0.0.2	49154	7.0.0.3	1235	0.173000
1.0.0.2	49154	7.0.0.3	1235	0.174000
1.0.0.2	49154	7.0.0.3	1235	0.175000
1.0.0.2	49154	7.0.0.3	1235	0.176000
1.0.0.2	49154	7.0.0.3	1235	0.177000
1.0.0.2	49154	7.0.0.3	1235	0.177000
1.0.0.2	49154	7.0.0.3	1235	0.178000
1.0.0.2	49154	7.0.0.3	1235	0.179000
1.0.0.2	49154	7.0.0.3	1235	0.180000
1.0.0.2	49154	7.0.0.3	1235	0.181000
1.0.0.2	49154	7.0.0.3	1235	0.182000
1.0.0.2	49154	7.0.0.3	1235	0.183000
1.0.0.2	49154	7.0.0.3	1235	0.184000
1.0.0.2	49154	7.0.0.3	1235	0.185000
1.0.0.2	49154	7.0.0.3	1235	0.185000
1.0.0.2	49154	7.0.0.3	1235	0.186000
1.0.0.2	49154	7.0.0.3	1235	0.187000
1.0.0.2	49154	7.0.0.3	1235	0.188000
1.0.0.2	49154	7.0.0.3	1235	0.189000
1.0.0.2	49154	7.0.0.3	1235	0.190000
1.0.0.2	49154	7.0.0.3	1235	0.191000
1.0.0.2	49154	7.0.0.3	1235	0.192000
1.0.0.2	49154	7.0.0.3	1235	0.193000
1.0.0.2	49154	7.0.0.3	1235	0.193000
1.0.0.2	49154	7.0.0.3	1235	0.194000
1.0.0.2	49154	7.0.0.3	1235	0.195000
1.0.0.2	49154	7.0.0.3	1235	0.196000
1.0.0.2	49154	7.0.0.3	1235	0.197000
1.0.0.2	49154	7.0.0.3	1235	0.198000
1.0.0.2	49154	7.0.0.3	1235	0.199000
1.0.0.2	49154	7.0.0.3	1235	0.200000
1.0.0.2	49154	7.0.0.3	1235	0.201000
1.0.0.2	49154	7.0.0.3	1235	0.201000
1.0.0.2	49154	7.0.0.3	1235	0.202000
1.0.0.2	49154	7.0.0.3	1235	0.203000
1.0.0.2	49154	7.0.0.3	1235	0.204000
1.0.0.2	49154	7.0.0.3	1235	0.205000
1.0.0.2	49154	7.0.0.3	1235	0.206000
1.0.0.2	49154	7.0.0.3	1235	0.207000
1.0.0.2	49154	7.0.0.3	1235	0.208000
1.0.0.2	49154	7.0.0.3	1235	0.209000
1.0.0.2	49154	7.0.0.3	1235	0.210000
1.0.0.2	49154	7.0.0.3	1235	0.210000
1.0.0.2	49154	7.0.0.3	1235	0.211000
1.0.0.2	49154	7.0.0.3	1235	0.212000
1.0.0.2	49154	7.0.0.3	1235	0.213000
1.0.0.2	49154	7.0.0.3	1235	0.214000
1.0.0.2	49154	7.0.0.3	1235	0.215000
1.0.0.2	49154	7.0.0.3	1235	0.216000
1.0.0.2	49154	7.0.0.3	1235	0.217000
1.0.0.2	49154	7.0.0.3	1235	0.218000
1.0.0.2	49154	7.0.0.3	1235	0.218000
1.0.0.2	49154	7.0.0.3	1235	0.219000
1.0.0.2	49154	7.0.0.3	1235	0.220000
1.0.0.2	49154	7.0.0.3	1235	0.221000
1.0.0.2	49154	7.0.0.3	1235	0.222000
1.0.0.2	49154	7.0.0.3	1235	0.223000
1.0.0.2	49154	7.0.0.3	1235	0.224000
1.0.0.2	49154	7.0.0.3	1235	0.225000
1.0.0.2	49154	7.0.0.3	1235	0.226000
1.0.0.2	49154	7.0.0.3	1235	0.226000
1.0.0.2	49154	7.0.0.3	1235	0.227000
1.0.0.2	49154	7.0.0.3	1235	0.228000
1.0.0.2	49154	7.0.0.3	1235	0.229000
1.0.0.2	49154	7.0.0.3	1235	0.230000
1.0.0.2	49154	7.0.0.3	1235	0.231000
1.0.0.2	49154	7.0.0.3	1235	0.232000
1.0.0.2	49154	7.0.0.3	1235	0.233000
1.0.0.2	49154	7.0.0.3	1235	0.234000
1.0.0.2	49154	7.0.0.3	1235	0.234000
1.0.0.2	49154	7.0.0.3	1235	0.235000
1.0.0.2	49154	7.0.0.3	1235	0.236000
1.0.0.2	49154	7.0.0.3	1235	0.237000
1.0.0.2	49154	7.0.0.3	1235	0.238000
1.0.0.2	49154	7.0.0.3	1235	0.239000
1.0.0.2	49154	7.0.0.3	1235	0.240000
1.0.0.2	49154	7.0.0.3	1235	0.241000
1.0.0.2	49154	7.0.0.3	1235	0.242000
1.0.0.2	49154	7.0.0.3	1235	0.242000
1.0.0.2	49154	7.0.0.3	1235	0.243000
1.0.0.2	49154	7.0.0.3	1235	0.244000
1.0.0.2	49154	7.0.0.3	1235	0.245000
1.0.0.2	49154	7.0.0.3	1235	0.246000
1.0.0.2	49154	7.0.0.3	1235	0.247000
1.0.0.2	49154	7.0.0.3	1235	0.248000
1.0.0.2	49154	7.0.0.3	1235	0.249000
1.0.0.2	49154	7.0.0.3	1235	0.250000
1.0.0.2	49154	7.0.0.3	1235	0.251000
1.0.0.2	49154	7.0.0.3	1235	0.252000
1.0.0.2	49154	7.0.0.3	1235	0.252000
1.0.0.2	49154	7.0.0.3	1235	0.253000
1.0.0.2	49154	7.0.0.3	1235	0.254000
1.0.0.2	49154	7.0.0.3	1235	0.255000
1.0.0.2	49154	7.0.0.3	1235	0.256000
1.0.0.2	49154	7.0.0.3	1235	0.257000
1.0.0.2	49154	7.0.0.3	1235	0.258000
1.0.0.2	49154	7.0.0.3	1235	0.259000
1.0.0.2	49154	7.0.0.3	1235	0.260000
1.0.0.2	49154	7.0.0.3	1235	0.260000
1.0.0.2	49154	7.0.0.3	1235	0.261000
1.0.0.2	49154	7.0.0.3	1235	0.262000
1.0.0.2	49154	7.0.0.3	1235	0.263000
1.0.0.2	49154	7.0.0.3	1235	0.264000
1.0.0.2	49154	7.0.0.3	1235	0.265000
1.0.0.2	49154	7.0.0.3	1235	0.266000
1.0.0.2	49154	7.0.0.3	1235	0.267000
1.0.0.2	49154	7.0.0.3	1235	0.268000
1.0.0.2	49154	7.0.0.3	1235	0.268000
1.0.0.2	49154	7.0.0.3	1235	0.269000
1.0.0.2	49154	7.0.0.3	1235	0.270000
1.0.0.2	49154	7.0.0.3	1235	0.271000
1.0.0.2	49154	7.0.0.3	1235	0.272000
1.0.0.2	49154	7.0.0.3	1235	0.273000
1.0.0.2	49154	7.0.0.3	1235	0.274000
1.0.0.2	49154	7.0.0.3	1235	0.275000
1.0.0.2	49154	7.0.0.3	1235	0.276000
1.0.0.2	49154	7.0.0.3	1235	0.276000
1.0.0.2	49154	7.0.0.3	1235	0.277000
1.0.0.2	49154	7.0.0.3	1235	0.278000
1.0.0.2	49154	7.0.0.3	1235	0.279000
1.0.0.2	49154	7.0.0.3	1235	0.280000
1.0.0.2	49154	7.0.0.3	1235	0.281000
1.0.0.2	49154	7.0.0.3	1235	0.282000
1.0.0.2	49154	7.0.0.3	1235	0.283000
1.0.0.2	49154	7.0.0.3	1235	0.284000
1.0.0.2	49154	7.0.0.3	1235	0.285000
1.0.0.2	49154	7.0.0.3	1235	0.286000
1.0.0.2	49154	7.0.0.3	1235	0.286000
1.0.0.2	49154	7.0.0.3	1235	0.287000
1.0.0.2	49154	7.0.0.3	1235	0.288000
1.0.0.2	49155	7.0.0.3	1236	0.010000
1.0.0.2	49155	7.0.0.3	1236	0.011000
1.0.0.2	49155	7.0.0.3	1236	0.012000
1.0.0.2	49155	7.0.0.3	1236	0.013000
1.0.0.2	49155	7.0.0.3	1236	0.014000
1.0.0.2	49155	7.0.0.3	1236	0.015000
1.0.0.2	49155	7.0.0.3	1236	0.016000
1.0.0.2	49155	7.0.0.3	1236	0.016000
1.0.0.2	49155	7.0.0.3	1236	0.017000
1.0.0.2	49155	7.0.0.3	1236	0.018000
1.0.0.2	49155	7.0.0.3	1236	0.019000
1.0.0.2	49155	7.0.0.3	1236	0.020000
1.0.0.2	49155	7.0.0.3	1236	0.021000
1.0.0.2	49155	7.0.0.3	1236	0.022000
1.0.0.2	49155	7.0.0.3	1236	0.023000
1.0.0.2	49155	7.0.0.3	1236	0.024000
1.0.0.2	49155	7.0.0.3	1236	0.025000
1.0.0.2	49155	7.0.0.3	1236	0.026000
1.0.0.2	49155	7.0.0.3	1236	0.026000
1.0.0.2	49155	7.0.0.3	1236	0.027000
1.0.0.2	49155	7.0.0.3	1236	0.028000
1.0.0.2	49155	7.0.0.3	1236	0.029000
1.0.0.2	49155	7.0.0.3	1236	0.030000
1.0.0.2	49155	7.0.0.3	1236	0.031000
1.0.0.2	49155	7.0.0.3	1236	0.032000
1.0.0.2	49155	7.0.0.3	1236	0.033000
1.0.0.2	49155	7.0.0.3	1236	0.034000
1.0.0.2	49155	7.0.0.3	1236	0.034000
1.0.0.2	49155	7.0.0.3	1236	0.035000
1.0.0.2	49155	7.0.0.3	1236	0.036000
1.0.0.2	49155	7.0.0.3	1236	0.037000
1.0.0.2	49155	7.0.0.3	1236	0.038000
1.0.0.2	49155	7.0.0.3	1236	0.039000
1.0.0.2	49155	7.0.0.3	1236	0.040000
1.0.0.2	49155	7.0.0.3	1236	0.041000
1.0.0.2	49155	7.0.0.3	1236	0.042000
1.0.0.2	49155	7.0.0.3	1236	0.042000
1.0.0.2	49155	7.0.0.3	1236	0.043000
1.0.0.2	49155	7.0.0.3	1236	0.044000
1.0.0.2	49155	7.0.0.3	1236	0.045000
1.0.0.2	49155	7.0.0.3	1236	0.046000
1.0.0.2	49155	7.0.0.3	1236	0.047000
1.0.0.2	49155	7.0.0.3	1236	0.048000
1.0.0.2	49155	7.0.0.3	1236	0.049000
1.0.0.2	49155	7.0.0.3	1236	0.050000
1.0.0.2	49155	7.0.0.3	1236	0.050000
1.0.0.2	49155	7.0.0.3	1236	0.051000
1.0.0.2	49155	7.0.0.3	1236	0.052000
1.0.0.2	49155	7.0.0.3	1236	0.053000
1.0.0.2	49155	7.0.0.3	1236	0.054000
1.0.0.2	49155	7.0.0.3	1236	0.055000
1.0.0.2	49155	7.0.0.3	1236	0.056000
1.0.0.2	49155	7.0.0.3	1236	0.057000
1.0.0.2	49155	7.0.0.3	1236	0.058000
1.0.0.2	49155	7.0.0.3	1236	0.059000
1.0.0.2	49155	7.0.0.3	1236	0.059000
1.0.0.2	49155	7.0.0.3	1236	0.060000
1.0.0.2	49155	7.0.0.3	1236	0.061000
1.0.0.2	49155	7.0.0.3	1236	0.062000
1.0.0.2	49155	7.0.0.3	1236	0.063000
1.0.0.2	49155	7.0.0.3	1236	0.064000
1.0.0.2	49155	7.0.0.3	1236	0.065000
1.0.0.2	49155	7.0.0.3	1236	0.066000
1.0.0.2	49155	7.0.0.3	1236	0.067000
1.0.0.2	49155	7.0.0.3	1236	0.067000
1.0.0.2	49155	7.0.0.3	1236	0.068000
1.0.0.2	49155	7.0.0.3	1236	0.069000
1.0.0.2	49155	7.0.0.3	1236	0.070000
1.0.0.2	49155	7.0.0.3	1236	0.071000
1.0.0.2	49155	7.0.0.3	1236	0.072000
1.0.0.2	49155	7.0.0.3	1236	0.073000
1.0.0.2	49155	7.0.0.3	1236	0.074000
1.0.0.2	49155	7.0.0.3	1236	0.075000
1.0.0.2	49155	7.0.0.3	1236	0.075000
1.0.0.2	49155	7.0.0.3	1236	0.076000
1.0.0.2	49155	7.0.0.3	1236	0.077000
1.0.0.2	49155	7.0.0.3	1236	0.078000
1.0.0.2	49155	7.0.0.3	1236	0.079000
1.0.0.2	49155	7.0.0.3	1236	0.080000
1.0.0.2	49155	7.0.0.3	1236	0.081000
1.0.0.2	49155	7.0.0.3	1236	0.082000
1.0.0.2	49155	7.0.0.3	1236	0.083000
1.0.0.2	49155	7.0.0.3	1236	0.083000
1.0.0.2	49155	7.0.0.3	1236	0.084000
1.0.0.2	49155	7.0.0.3	1236	0.085000
1.0.0.2	49155	7.0.0.3	1236	0.086000
1.0.0.2	49155	7.0.0.3	1236	0.087000
1.0.0.2	49155	7.0.0.3	1236	0.088000
1.0.0.2	49155	7.0.0.3	1236	0.089000
1.0.0.2	49155	7.0.0.3	1236	0.090000
1.0.0.2	49155	7.0.0.3	1236	0.091000
1.0.0.2	49155	7.0.0.3	1236	0.092000
1.0.0.2	49155	7.0.0.3	1236	0.092000
1.0.0.2	49155	7.0.0.3	1236	0.093000
1.0.0.2	49155	7.0.0.3	1236	0.094000
1.0.0.2	49155	7.0.0.3	1236	0.095000
1.0.0.2	49155	7.0.0.3	1236	0.096000
1.0.0.2	49155	7.0.0.3	1236	0.097000
1.0.0.2	49155	7.0.0.3	1236	0.098000
1.0.0.2	49155	7.0.0.3	1236	0.099000
1.0.0.2	49155	7.0.0.3	1236	0.100000
1.0.0.2	49155	7.0.0.3	1236	0.101000
1.0.0.2	49155	7.0.0.3	1236	0.101000
1.0.0.2	49155	7.0.0.3	1236	0.102000
1.0.0.2	49155	7.0.0.3	1236	0.103000
1.0.0.2	49155	7.0.0.3	1236	0.104000
1.0.0.2	49155	7.0.0.3	1236	0.105000
1.0.0.2	49155	7.0.0.3	1236	0.106000
1.0.0.2	49155	7.0.0.3	1236	0.107000
1.0.0.2	49155	7.0.0.3	1236	0.108000
1.0.0.2	49155	7.0.0.3	1236	0.109000
1.0.0.2	49155	7.0.0.3	1236	0.109000
1.0.0.2	49155	7.0.0.3	1236	0.110000
1.0.0.2	49155	7.0.0.3	1236	0.111000
1.0.0.2	49155	7.0.0.3	1236	0.112000
1.0.0.2	49155	7.0.0.3	1236	0.113000
1.0.0.2	49155	7.0.0.3	1236	0.114000
1.0.0.2	49155	7.0.0.3	1236	0.115000
1.0.0.2	49155	7.0.0.3	1236	0.116000
1.0.0.2	49155	7.0.0.3	1236	0.117000
1.0.0.2	49155	7.0.0.3	1236	0.117000
1.0.0.2	49155	7.0.0.3	1236	0.118000
1.0.0.2	49155	7.0.0.3	1236	0.119000
1.0.0.2	49155	7.0.0.3	1236	0.120000
1.0.0.2	49155	7.0.0.3	1236	0.121000
1.0.0.2	49155	7.0.0.3	1236	0.122000
1.0.0.2	49155	7.0.0.3	1236	0.123000
1.0.0.2	49155	7.0.0.3	1236	0.124000
1.0.0.2	49155	7.0.0.3	1236	0.125000
1.0.0.2	49155	7.0.0.3	1236	0.125000
1.0.0.2	49155	7.0.0.3	1236	0.126000
